id,ud_test_head,ud_test_deprel,ud_test_deps_id,ud_test_deps_deprel,ud_pred_head,ud_pred_deprel,ud_pred_deps_id,ud_pred_deps_deprel,str_test_head,str_test_deprel,str_test_deps_id,str_test_deps_deprel,str_pred_head,str_pred_deprel,str_pred_deps_id,str_pred_deps_deprel,text,sent_id
50,26,nsubj,"[46, 47, 48]","['advmod', 'det', 'amod']",53,cc,[],[],45,предик,"[46, 47, 48, 51]","['огранич', 'опред', 'опред', 'сочин']",51,вспом,[],[],"У него были основания так считать по фактическому несходству черт, глаз, волос, ушей - тут они действительно имели мало общего, но главным, что ему хотелось (быть может, и в тайне от себя) как-нибудь ловко проигнорировать, было не это формальное, а - подлинное, неуловимое, истинно фамильярное сходство, которое не есть сходство черт.",90_uppsalaBitov_2
2,1,orphan,[4],['obl'],4,punct,[],[],0,root,"[1, 3]","['1-компл', '2-компл']",4,punct,[],[],Всех в расход!..,107_2014Na_dvukh_voinakh_2
11,5,conj,"[9, 13]","['obj', 'obl']",5,conj,"[9, 13]","['obj', 'obl']",5,сочин,"[9, 12]","['1-компл', 'обст']",5,сочин,"[9, 12]","['1-компл', 'обст']","Переднюю часть вагона мы отвели для девушек, заднюю - для ребят.",28_2016Tselina_glazami_pervokursnika
14,8,conj,"[10, 12, 16]","['advmod', 'parataxis', 'nsubj']",16,punct,[],[],8,сент-соч,"[10, 12, 16, 20]","['обст', 'вводн', 'предик', 'сент-соч']",16,огранич,[],[],"На Первый канал оппозицию все равно не пустят, поэтому, конечно, - интернет, конечно, - поездки и встречи с общественными активистами в регионах, конечно, - многочисленная и разнообразная печатная продукция.",32_2009Natsionalnaya_assambleya
20,8,conj,"[18, 22]","['parataxis', 'nsubj']",16,conj,[],[],14,сент-соч,"[18, 22, 33]","['вводн', 'предик', 'сент-соч']",16,сочин,[19],['punct'],"На Первый канал оппозицию все равно не пустят, поэтому, конечно, - интернет, конечно, - поездки и встречи с общественными активистами в регионах, конечно, - многочисленная и разнообразная печатная продукция.",32_2009Natsionalnaya_assambleya
33,8,conj,"[31, 39]","['parataxis', 'nsubj']",39,punct,[32],['punct'],20,сент-соч,"[31, 39]","['вводн', 'предик']",39,punct,[],[],"На Первый канал оппозицию все равно не пустят, поэтому, конечно, - интернет, конечно, - поездки и встречи с общественными активистами в регионах, конечно, - многочисленная и разнообразная печатная продукция.",32_2009Natsionalnaya_assambleya
13,10,appos,[12],['det'],12,punct,[],[],10,об-аппоз,"[12, 14]","['опред', 'сочин']",12,punct,[],[],"Запись производится на специальном бланке, куда игрок вписывает ходы, свои и противника.",265_2011Shakhmaty
15,12,conj,"[14, 16]","['cc', 'nmod']",14,fixed,[],[],14,соч-союзн,[16],['квазиагент'],14,punct,[],[],"Запись производится на специальном бланке, куда игрок вписывает ходы, свои и противника.",265_2011Shakhmaty
9,0,root,"[1, 3, 10]","['cc', 'advcl', 'xcomp']",10,punct,[],[],1,соч-союзн,"[2, 10]","['1-компл', 'предик']",10,punct,[],[],А чтобы принять участие в грантовом конкурсе - представить социально значимый проект.,141_2017V_poiskakh_buntovshchikov
8,2,parataxis,"[6, 10]","['nsubj', 'obl']",10,punct,[],[],2,разъяснит,"[6, 9, 14]","['предик', 'обст', 'сент-соч']",6,punct,[],[],"Все выбились из сил: Марина - в Одессе, я - в Москве.",287_2020_Corpus2_0Uchitel_slovesnosti
14,6,conj,"[12, 16]","['nsubj', 'obl']",12,punct,[],[],8,сент-соч,"[12, 15]","['предик', 'обст']",12,punct,[],[],"Все выбились из сил: Марина - в Одессе, я - в Москве.",287_2020_Corpus2_0Uchitel_slovesnosti
3,0,root,"[1, 7]","['advmod', 'obl']",7,cc,[],[],0,root,"[1, 5, 9]","['вводн', 'обст', 'сочин']",7,punct,[],[],"Вернее, не на самом вечере, а перед вечером в раздевалке.",104_2018Nachalo
10,1,conj,"[9, 12, 14]","['cc', 'obl', 'obl']",12,advmod,[],[],9,соч-союзн,"[11, 13]","['обст', 'обст']",9,огранич,[],[],"Вернее, не на самом вечере, а перед вечером в раздевалке.",104_2018Nachalo
16,10,conj,"[13, 14, 15]","['cc', 'nummod', 'amod']",19,punct,[],[],13,соч-союзн,"[14, 15, 17]","['количест', 'опред', 'сочин']",15,punct,[],[],"Так вот обычно в лазере усиливается не одна конкретная длина волны, а несколько близких или даже много близких длин волн.",199_2011Sverkhkorotkoe_vremya
5,4,cc,"[3, 7]","['cc', 'obj']",4,punct,[],[],3,соч-союзн,"[4, 7]","['предик', '1-компл']",4,punct,[],[],"- ""А я собачью будку!""",390_uppsalaGrekova_2
14,4,conj,"[10, 12, 16]","['cc', 'nsubj', 'obl']",4,conj,"[10, 12, 16]","['cc', 'nsubj', 'obl']",10,соч-союзн,"[12, 16]","['предик', 'обст']",10,соч-союзн,"[12, 16]","['предик', 'обст']","Когда один министр думает и делает одним образом, а все правительство - другим образом, это не очень хорошо.",33_2006Vtoraya_popytka
32,25,conj,"[31, 34, 37]","['cc', 'nmod', 'nmod']",25,conj,"[31, 34, 37]","['cc', 'nmod', 'nmod']",31,соч-союзн,"[34, 35]","['1-компл', 'атриб']",31,соч-союзн,"[34, 35]","['квазиагент', 'атриб']","Однако, несмотря на критику в адрес российской власти, в 2003 году было принято Соглашение между правительствами Российской Федерации и Итальянской Республики об изучении русского языка в Итальянской Республике и итальянского языка в Российской Федерации, а также Меморандум об организации в общеобразовательных учреждениях России и Италии двуязычных классов с преподаванием на русском и итальянском языках.",194_2020_RFFITrudnosti_ponimaniya
20,5,conj,"[18, 22]","['obl', 'obl']",5,conj,"[15, 18, 22]","['punct', 'obl', 'obl']",5,сочин,"[16, 21, 30]","['обст', '1-компл', 'сочин']",5,сочин,"[16, 21, 30]","['обст', '2-компл', 'сочин']","С тех пор институт входил последовательно в Наркомпрос, ВСНХ, Наркомтяжмаш, Наркомсредмаш, с 1939 года - в Академию наук СССР, с 1991 года - в Российскую академию.",111_2003Zhores
30,5,conj,"[28, 33]","['obl', 'obl']",5,conj,"[25, 28, 33]","['punct', 'obl', 'obl']",20,сочин,"[26, 31]","['обст', '1-компл']",20,сочин,"[26, 31]","['обст', '1-компл']","С тех пор институт входил последовательно в Наркомпрос, ВСНХ, Наркомтяжмаш, Наркомсредмаш, с 1939 года - в Академию наук СССР, с 1991 года - в Российскую академию.",111_2003Zhores
13,9,advcl,"[11, 12, 14]","['mark', 'advmod', 'nsubj']",14,amod,[],[],11,сравн-союзн,"[12, 14]","['обст', 'предик']",14,опред,[12],['обст'],"Темные глаза первосвященника блеснули, и, не хуже, чем ранее прокуратор, он выразил на своем лице удивление.",373_2018Pontii_Pilat
43,16,conj,"[37, 38, 42, 44]","['cc', 'advmod', 'advmod', 'xcomp']",45,punct,[],[],37,соч-союзн,"[38, 42, 44]","['обст', 'огранич', '1-компл']",45,огранич,[41],['punct'],"То есть, сначала, узнав о нем еще в январе-феврале, он боялся чуть-чуть (в фейсбуке прочел, что эта зараза не опаснее гриппа), в марте начал бояться сильней, а ближе к апрелю - уже очень-очень.",5_2020_Corpus2_0Pisma_schastiya
44,43,xcomp,"[45, 47]","['advmod', 'advmod']",45,punct,[],[],43,1-компл,[45],['огранич'],45,punct,[],[],"То есть, сначала, узнав о нем еще в январе-феврале, он боялся чуть-чуть (в фейсбуке прочел, что эта зараза не опаснее гриппа), в марте начал бояться сильней, а ближе к апрелю - уже очень-очень.",5_2020_Corpus2_0Pisma_schastiya
18,12,conj,"[16, 20]","['nsubj', 'obl']",12,conj,"[16, 20]","['nsubj', 'obl']",12,сент-соч,"[16, 19]","['предик', '2-компл']",12,сент-соч,"[16, 19]","['предик', '1-компл']","Аналогичная участь может постигнуть Бермудские и Антильские острова: первые также ассоциированы с Великобританией, вторые - с Нидерландами.",77_2003Nalog_na_tainu
12,11,xcomp,[16],['obl'],11,xcomp,[16],['obl'],11,1-компл,[14],['1-компл'],11,1-компл,[14],['1-компл'],"Печатная машина может весить и около 3 тонн, а может и свыше 100 тонн.",6_uppsalaKorp_611
28,9,advcl,"[22, 31]","['nsubj', 'obl']",9,advcl,"[22, 31]","['nsubj', 'obl']",21,подч-союзн,"[22, 29]","['предик', '1-компл']",21,подч-союзн,"[22, 29]","['предик', '1-компл']","В-третьих, обеспечила семьи солдат деньгами (они получали 85% чистого заработка кормильца до призыва, в то время как семьи британских и американских солдат - менее 50%).",25_2007Podkormlennyi_natsizm
13,14,case,[],[],11,punct,[],[],4,сент-соч,"[11, 14, 15]","['обст', 'предл', 'предик']",11,punct,"[14, 15, 16]","['punct', 'punct', 'обст']","В четверг утром у нас семинар по активному словарю, вечером - по бытовому.",236_2016Slovo_ne_to_chem_kazhetsya
14,17,orphan,"[11, 12, 13, 15]","['obl', 'punct', 'case', 'nsubj']",11,punct,[],[],13,предл,[12],['punct'],13,punct,[],[],"В четверг утром у нас семинар по активному словарю, вечером - по бытовому.",236_2016Slovo_ne_to_chem_kazhetsya
15,14,nsubj,[17],['nmod'],11,punct,[],[],13,предик,[16],['1-компл'],13,punct,[],[],"В четверг утром у нас семинар по активному словарю, вечером - по бытовому.",236_2016Slovo_ne_to_chem_kazhetsya
12,8,nmod,"[9, 10, 11, 15, 17]","['case', 'det', 'amod', 'ref', 'acl']",11,punct,[],[],9,предл,"[10, 11, 17]","['опред', 'опред', 'релят']",11,punct,[],[],"Сначала он представился ей в белом кружевном конверте вроде того мемориального, в котором когда-то спала их мать, а теперь кукла Слава.",245_2019Podkidysh
23,17,conj,"[21, 22, 24]","['cc', 'advmod', 'nsubj']",24,punct,[],[],21,соч-союзн,"[22, 24]","['обст', 'предик']",22,punct,[],[],"Сначала он представился ей в белом кружевном конверте вроде того мемориального, в котором когда-то спала их мать, а теперь кукла Слава.",245_2019Podkidysh
20,10,conj,"[14, 16, 21]","['cc', 'obj', 'obl']",9,conj,"[14, 16, 21]","['cc', 'obj', 'xcomp']",14,соч-союзн,"[16, 21]","['1-компл', '2-компл']",14,соч-союзн,"[16, 21]","['1-компл', '2-компл']","Например, замеченного в каких-либо прегрешениях директора школы могли сделать директором бани, а второго секретаря горкома партии - заместителем председателя горисполкома совсем в другом городе, где его никто не знал.",8_2013Sumerki_rossiiskoi_korruptsii
13,3,conj,"[10, 11, 14]","['cc', 'nsubj', 'obl']",3,conj,"[10, 11, 14]","['cc', 'nsubj', 'nummod']",10,соч-союзн,"[11, 14]","['предик', '1-компл']",14,punct,[11],['предик'],"Сегодня мы имеем на науку 1 миллиард долларов, а американцы - 200.",372_2003Zhores
2,1,orphan,[3],['advmod'],3,punct,[],[],0,root,"[1, 3]","['предик', 'обст']",1,punct,[],[],Некоторые надолго.,156_2003Vyzhivshii_kamikadze
10,11,advmod,[],[],13,punct,[],[],11,огранич,[],[],7,punct,[11],['punct'],"Но в праздники балийцы стараются не работать, особенно по найму.",647_2020_RFFIIndoneziya_ot_ada_do_raya
11,7,conj,"[9, 10, 13]","['advmod', 'advmod', 'obl']",13,punct,[],[],7,сочин,"[9, 10, 12]","['огранич', 'огранич', 'обст']",10,punct,[],[],"Но в праздники балийцы стараются не работать, особенно по найму.",647_2020_RFFIIndoneziya_ot_ada_do_raya
16,9,conj,"[14, 18]","['nsubj', 'obl']",9,conj,"[14, 18]","['nsubj', 'obl']",9,сочин,"[14, 18, 20]","['предик', '1-компл', 'сочин']",9,сент-соч,"[14, 18, 20]","['предик', '1-компл', 'сент-соч']","На новых выборах в рейхстаг 31 июля КПГ получила 5,3 миллиона голосов, СДПГ - почти 8, а НСДАП - 13,7.",224_2005Stranitsy_voennoi_istorii
23,9,conj,"[20, 21, 24]","['cc', 'nsubj', 'obl']",24,punct,[21],['nsubj'],20,соч-союзн,"[21, 24]","['предик', '1-компл']",21,punct,[24],['1-компл'],"На новых выборах в рейхстаг 31 июля КПГ получила 5,3 миллиона голосов, СДПГ - почти 8, а НСДАП - 13,7.",224_2005Stranitsy_voennoi_istorii
10,2,conj,"[8, 11]","['nsubj', 'obj']",2,conj,"[8, 11]","['nsubj', 'obj']",2,сент-соч,"[8, 11]","['предик', '1-компл']",2,сент-соч,"[8, 11]","['предик', '1-компл']","Белые занимают первую и вторую горизонтали, черные - седьмую и восьмую.",25_2011Shakhmaty
5,3,orphan,[8],['obl'],0,root,"[3, 8]","['obl', 'obl']",0,root,"[1, 6]","['обст', 'обст']",0,root,"[1, 6]","['обст', 'атриб']",С 1961 года - в Военной академии им. Фрунзе.,9_2005Voennaya_doktrina
18,13,conj,"[16, 21]","['obl', 'obl']",13,advcl,"[16, 21]","['advmod', 'obl']",13,сочин,"[15, 21]","['обст', '1-компл']",13,сочин,[21],['агент'],"Игрок, сделавший ошибочный (не допускаемый правилами) ход, обязан переходить, если возможно, той же фигурой.",200_2011Shakhmaty
27,19,conj,"[23, 26, 28]","['cc', 'obl', 'nsubj']",26,punct,[],[],23,соч-союзн,"[24, 28]","['1-компл', 'предик']",28,punct,[],[],"Я помню, когда первый раз пришел в правительство в 1991 году в качестве министра труда, министры сидели где-то сбоку, а за центральным столом члены президиума.",46_2003Delit_na_vosem
13,3,conj,"[11, 14]","['iobj', 'obj']",14,punct,[],[],3,сочин,"[11, 14, 20]","['2-компл', '1-компл', 'сочин']",14,огранич,[],[],"Польше Германия отдала Познань, часть Силезии и Приморье, Чехословакии - часть Верхней Силезии, Дании - Северный Шлезвиг.",31_2005Stranitsy_voennoi_istorii
20,3,conj,"[18, 22]","['iobj', 'obj']",18,punct,[],[],13,сочин,"[18, 22]","['2-компл', '1-компл']",18,punct,[],[],"Польше Германия отдала Познань, часть Силезии и Приморье, Чехословакии - часть Верхней Силезии, Дании - Северный Шлезвиг.",31_2005Stranitsy_voennoi_istorii
16,7,conj,"[15, 19]","['obl', 'obl']",15,punct,[],[],7,примыкат,"[13, 17]","['обст', '3-компл']",15,punct,[],[],"Заезжая на пит-лейн, гонщик обязан снизить скорость до 100 км/ч (на свободных заездах до 60 км/ч).",96_2011Formula-1
22,1,conj,"[20, 21, 24]","['cc', 'advmod', 'obl']",21,advmod,[],[],20,соч-союзн,"[21, 23]","['обст', 'обст']",21,огранич,[],[],"Понятно, что с богословской точки зрения мы люди не столь образованные, как ""православные эксперты"", но так в Евангелии.",116_2012Otluchenie_tserkvi
19,7,conj,"[13, 14, 16, 21]","['cc', 'nsubj', 'parataxis', 'xcomp']",7,conj,"[13, 14, 16, 21]","['cc', 'nsubj', 'parataxis', 'obl']",13,соч-союзн,"[14, 16, 20]","['предик', 'вводн', '1-компл']",13,соч-союзн,"[14, 16, 20]","['предик', 'вводн', 'обст']","Они, значит, с мамой стояли на пыльной половине комнаты, а отец, следовательно, - на мытой и весенней…",59_uppsalaBitov_2
16,9,conj,"[13, 17]","['obl', 'obj']",9,conj,"[13, 17]","['obl', 'obj']",9,сочин,"[12, 17, 19]","['обст', '1-компл', 'сочин']",9,сочин,"[12, 17, 19]","['обст', '1-компл', 'сочин']","8 марта, наступая в Бирме, японцы захватывают Рангун, в конце апреля - Мандалай, и к маю овладевают почти всей Бирмой, нанеся поражения британским и китайским войскам и отрезав южный Китай от Индии.",432_2019Vtoraya_mirovaya_voina
2,0,root,"[1, 3]","['advmod', 'nsubj']",3,orphan,[],[],0,root,"[1, 3, 5]","['обст', 'предик', 'сент-соч']",0,root,"[1, 3, 5]","['обст', 'предик', 'сент-соч']","Сначала легкий, но вскоре ветер окреп, все повеселели.",101_2020_RFFIIndoneziya_ot_ada_do_raya
20,12,conj,"[18, 19, 21]","['cc', 'nsubj', 'obl']",19,punct,[],[],18,соч-союзн,"[19, 21]","['предик', 'присвяз']",19,punct,[],[],"Повод к банкротству самый заурядный: из-за задержек коммунальных платежей КОС оказался должен комбинату 8 млн, а комбинат КОСу всего 6 млн.",86_2012Kooperativ_u_ozera
21,20,obl,"[22, 25]","['iobj', 'obl']",19,punct,[],[],20,присвяз,"[22, 25]","['2-компл', '1-компл']",19,punct,[],[],"Повод к банкротству самый заурядный: из-за задержек коммунальных платежей КОС оказался должен комбинату 8 млн, а комбинат КОСу всего 6 млн.",86_2012Kooperativ_u_ozera
39,34,conj,"[38, 40, 42]","['cc', 'nmod', 'nmod']",34,conj,"[38, 40, 42]","['cc', 'nmod', 'nmod']",38,соч-союзн,"[40, 41]","['квазиагент', '1-компл']",38,соч-союзн,"[40, 41]","['квазиагент', '1-компл']","""Революция кедра"" смела просирийский режим в Ливане - и в стране резко усилились позиции экстремистов из ""Хезболла"", а к власти пришла крайне рыхлая коалиция, основанная на беспринципных союзах левых с правыми и мусульман с христианами.",33_2006Demonstratsiya_flaga
1,11,orphan,[2],['advmod'],11,punct,[],[],0,root,"[2, 8]","['обст', 'обст']",11,punct,[],[],"Тогда, как и сейчас, в качестве внештатного сотрудника.",11_2011Interviyu_Mariny_Astvatsaturyan
5,7,orphan,[2],['obl'],7,punct,[],[],0,root,"[1, 7]","['1-компл', 'предик']",7,punct,[],[],На конец их - Первая мировая.,95_2012Teorema_Stolypina
2,1,orphan,[4],['obl'],1,punct,[],[],0,root,"[1, 3, 6]","['предик', '1-компл', 'сент-соч']",1,punct,[],[],"Кто от скарлатины, а кто от тифа.",125_2014Na_dvukh_voinakh_2
8,1,conj,"[6, 7, 10]","['cc', 'nsubj', 'obl']",7,punct,[],[],6,соч-союзн,"[7, 9]","['предик', '1-компл']",7,punct,[],[],"Кто от скарлатины, а кто от тифа.",125_2014Na_dvukh_voinakh_2
4,0,root,"[1, 2, 3, 6]","['advmod', 'aux', 'iobj', 'obj']",3,punct,[],[],0,root,"[2, 3, 6]","['аналит', 'дат-субъект', '1-компл']",3,punct,[],[],Вот бы ему такое могущество!,546_2020_Corpus2_0Malenkii_prints
38,30,conj,"[34, 36, 40]","['cc', 'obl', 'obj']",30,conj,"[34, 36, 40]","['cc', 'obl', 'nsubj']",34,соч-союзн,"[35, 40]","['обст', '1-компл']",34,соч-союзн,"[35, 40]","['обст', 'предик']","Между тем Светлана Кононец, ведущий специалист Международной академии развития человека, занимающейся обучением людей по методу Бронникова, утверждает, что люди, овладевшие навыками альтернативного зрения, видят белое поле, а на нем - четкое изображение объектов, которые находятся перед ним.",8_2003I_slepye_prozreyut
59,24,conj,"[57, 58, 61, 65]","['cc', 'advmod', 'obl', 'parataxis']",61,advmod,[58],['advmod'],57,соч-союзн,"[58, 61, 65]","['огранич', '1-компл', 'изъясн']",61,огранич,[],[],"Но старик, к которому воззвал праведный глас Денисова, сразу обрадовался, сказал, что такую контру, как Денисов, он рубал на южных и юго-восточных фронтах, что он боролся с Деникиным, что он как участник ВОВ получает к праздникам свой шмат икры, и ветчину утюжком производства Федеративной Республики Югославии, и даже две пачки дрожжей, что свидетельствует о безоговорочном доверии к нему, участнику ВОВ, со стороны государства в том плане, что он не употребит дрожжи во зло и самогон гнать не будет; сказал, что теперь он в ответ на доверие государства каленым железом выжигает половую распущенность в ихнем кооперативе ""Черный лебедь"" и не позволит всяким гадам в японских куртках бунтовать против нашего советского мясника, что правильно сориентированный человек должен понимать, что нехватка мяса объясняется тем, что кое-кто завел дорогих, недоступных простому народу собак и те все мясо поели; а что если масла нет - значит, и войны не будет, потому что все деньги с масла пошли на оборону, а кто носит тапки ""адидас"", тот нашу родину предаст.",325_2003Somnambula_v_tumane
1,4,nmod,[2],['nmod'],4,punct,[],[],0,root,"[2, 3]","['квазиагент', '1-компл']",4,punct,[],[],Кого к кому?,341_2006Sluzhivoe_pravo
8,12,obl,[7],['advmod'],7,punct,[],[],7,1-компл,[],[],7,punct,[],[],Да каждый из нас за день столько и такого экстремизма наслушается!,29_2010Ekstremizm
26,3,conj,"[7, 8, 11, 22, 27]","['cc', 'nsubj', 'obl', 'parataxis', 'obj']",3,conj,"[7, 8, 11, 27]","['cc', 'nsubj', 'obl', 'obj']",7,соч-союзн,"[8, 9, 22, 27]","['предик', 'обст', 'вводн', '1-компл']",7,соч-союзн,"[8, 9, 27]","['предик', 'обст', '1-компл']","- Мы надавим на Кудрина, а вы от дополнительной суммы, полученной из федерального бюджета, - едва ли не подмигнул Жириновский, - заказ нашей фирме.",9_2005Muzhei_ne_obeshchal
7,3,advcl,"[5, 6, 8]","['mark', 'nsubj', 'iobj']",8,amod,[],[],5,сравн-союзн,"[6, 8]","['предик', '1-компл']",8,punct,[],[],"Терпеливые и сочувствующие (как Миклухо-Маклай папуасам), эти наблюдатели пытаются понять совершенно новых для них людей: очень простых, чисто белых, необразованных и крикливых.",18_2018Kto_za_Trampa
28,18,conj,"[22, 23, 24, 25, 26]","['cc', 'obl', 'advmod', 'det', 'amod']",3,punct,[],[],22,соч-союзн,"[23, 24, 25, 26]","['огранич', 'огранич', 'опред', 'опред']",3,punct,[],[],"Некоторые птицы готовы высиживать муляжи, лишь отдалённо напоминающие их яйца, когда другие отказываются насиживать похожие яйца родственных видов, а иногда и свои собственные.",128_2013Povedenie
21,5,conj,"[15, 17, 25]","['cc', 'obl', 'obl']",25,punct,[],[],15,соч-союзн,"[16, 23]","['4-компл', '1-компл']",17,punct,[],[],"Для сравнения: государство выделит в нынешнем году ученым почти 120 миллиардов рублей, а на развитие широко разрекламированных нанотехнологий всего-то около 9,5 миллиарда.",12_2008Nepodiemnyi_kredit
3,0,root,"[1, 4, 6, 18]","['obl', 'nsubj', 'nsubj', 'obj']",0,root,"[1, 4, 18, 21]","['obl', 'nsubj', 'conj', 'punct']",0,root,"[1, 4, 8]","['обст', 'предик', 'сент-соч']",0,root,"[1, 4, 8]","['обст', 'предик', 'сент-соч']","11 декабря Германия и Италия, а 13 декабря - Румыния, Венгрия и Болгария - объявляют войну США.",417_2019Vtoraya_mirovaya_voina
12,8,parataxis,"[10, 11, 14]","['cc', 'advmod', 'obl']",11,punct,[],[],10,соч-союзн,"[11, 13]","['обст', 'обст']",11,punct,[],[],"Ее выслушали, а потом профессор ласково спросил: а зачем на примере человека?",20_2009EGE
15,9,conj,"[13, 17]","['obl', 'obl']",9,conj,"[13, 17]","['nsubj', 'obl']",9,сочин,"[13, 16]","['длительн', '2-компл']",9,сент-соч,"[13, 16]","['1-компл', '2-компл']","Быстро прошел отпуск и бестолково: первую половину лечилась от комаров, вторую - от синяков…",203_uppsalaGrekova_1
20,3,conj,"[17, 19, 21]","['cc', 'obl', 'advmod']",3,conj,"[17, 19, 21]","['cc', 'obl', 'advmod']",17,соч-союзн,"[18, 21]","['2-компл', 'обст']",17,соч-союзн,"[18, 21]","['3-компл', 'обст']","Сиртаки тут исполняют редко (по заказу туристов), зато охотно танцуют островные танцы… но об этом потом.",187_2020_Corpus2_0Parallelnyi_mir
3,6,nsubj,[2],['det'],2,punct,[],[],6,предик,[2],['опред'],4,punct,[],[],А чей тогда?,38_2012Iz_pochtovykh_yashchikov
6,4,cc,"[1, 3]","['cc', 'nsubj']",2,punct,[],[],1,соч-союзн,"[3, 4]","['предик', 'обст']",2,punct,[],[],А чей тогда?,38_2012Iz_pochtovykh_yashchikov
9,2,conj,"[7, 11]","['nsubj', 'obl']",2,conj,"[7, 11]","['nsubj', 'obl']",2,сент-соч,"[7, 10]","['предик', 'обст']",2,сент-соч,"[7, 10]","['предик', 'обст']","Один выпущен в конце 1981, другой - в начале 1986 года…",10_uppsalaKorp_262
26,9,conj,"[24, 27, 29]","['nsubj', 'obj', 'obj']",9,conj,"[24, 27]","['nsubj', 'obj']",20,сент-соч,"[24, 27]","['предик', '1-компл']",20,сент-соч,"[24, 27]","['предик', '1-компл']","В декабре в результате наступления войска Западного фронта освобождают Яхрому, Клин, Волоколамск, Калугу; Калининский фронт освобождает Калинин; Юго-Западный фронт - Ефремов и Елец.",403_2019Vtoraya_mirovaya_voina
11,5,conj,"[8, 9, 12]","['cc', 'iobj', 'nsubj']",12,punct,[],[],8,соч-союзн,"[9, 12]","['неакт-компл', 'предик']",12,огранич,[],[],"При гуманистическом подходе машине останется машинное, а человеку - человеческое.",173_2016Gumanisticheskaya_pedagogika
18,4,conj,"[15, 16, 20]","['cc', 'nsubj', 'obl']",4,conj,"[15, 16, 20]","['cc', 'nsubj', 'obl']",15,соч-союзн,"[16, 19]","['предик', 'обст']",15,соч-союзн,"[16, 19]","['предик', 'обст']","Жена мужу не прислуга, а подруга; родители берегут дочь до венца, а муж - до конца.",193_2012Poslednie_russkie
39,35,conj,[42],['nmod'],35,parataxis,"[36, 37, 42]","['punct', 'cc', 'nmod']",35,сочин,"[37, 40]","['огранич', 'квазиагент']",35,разъяснит,"[37, 40]","['огранич', 'атриб']","В силу того, что процент людей, пришедших на избирательные участки, может радикально меняться в зависимости от многих факторов и, чтобы не запутаться в цифрах - я буду далее называть АБСОЛЮТНЫЕ проценты, то есть от общего числа людей, имеющих право голоса.",9_2012Sovety_oppoziitsii
48,11,conj,"[37, 40, 44, 50]","['cc', 'obl', 'parataxis', 'obl']",11,conj,"[37, 40, 44, 50]","['cc', 'obl', 'parataxis', 'obl']",37,соч-союзн,"[38, 42, 49]","['обст', 'вводн', '1-компл']",37,соч-союзн,"[38, 42, 49]","['обст', 'вводн', '1-компл']","Ее отец - мой дедушка - в 1937 году был сослан в город Ирбит, в 1938 году умер, моя бабушка отбывала срок в Иркутске, умерла от инсульта в возрасте всего 52 лет, а на самом деле, как я понял потом, - от страха.",12_2012Stalin_vozvrashchyalsya
4,1,parataxis,"[3, 16]","['parataxis', 'parataxis']",3,punct,[],[],0,root,"[1, 3, 16]","['1-компл', 'вводн', 'разъяснит']",3,punct,[],[],"Обязанности - дато, что раньше мы делали на инициативной основе, теперь стало нашей обязанностью.",15_2009Status_VShE
19,3,conj,"[18, 21]","['nsubj', 'obl']",3,conj,"[18, 21]","['nsubj', 'obl']",3,сент-соч,"[18, 20]","['предик', '1-компл']",3,сент-соч,[20],['1-компл'],"Первый путь заключался в том, чтобы покупать программное и аппаратное обеспечение у системных интеграторов, второй путь в том, чтобы разрабатывать все программное обеспечение силами своих программистов.",28_2003Avtomatizatsiya
14,1,conj,"[11, 13, 16]","['cc', 'obl', 'nsubj']",13,cop,[],[],11,соч-союзн,"[12, 16]","['обст', 'предик']",11,соч-союзн,"[12, 16]","['обст', 'предик']","Ушли из жизни друг за другом Мещеряков и Ильенков, а с ними золотое время поиска и открытий.",148_2011Apraushev
4,3,parataxis,"[1, 6]","['parataxis', 'obl']",3,punct,[],[],0,root,"[1, 3, 5]","['вводн', 'предик', '3-компл']",3,punct,[],[],"Нет, я о нас.",17_2009Neudachnye_vremena
3,1,conj,[6],['obj'],6,cc,[],[],1,сент-соч,[6],['1-компл'],4,огранич,[],[],"Скорее, вот этот том, ""элоквенция - яя"".",281_2020_Corpus2_0Khochu_byt_negrom
2,1,orphan,[4],['det'],4,punct,[],[],0,root,"[1, 4, 5]","['обст', '1-компл', 'сочин']",1,punct,[],[],Почему именно этого и почему именно его одного?,153_2006Sluzhivoe_pravo
7,1,conj,"[5, 6, 9]","['cc', 'advmod', 'obj']",6,punct,[],[],5,соч-союзн,"[6, 9]","['обст', '1-компл']",6,punct,[],[],Почему именно этого и почему именно его одного?,153_2006Sluzhivoe_pravo
12,18,advcl,"[11, 14]","['mark', 'obj']",14,advmod,[],[],11,инф-союзн,[14],['1-компл'],11,огранич,[],[],"Она сказала, что надо продолжить свадьбу, ну, если не свадьбу, то чтоб было, как было.",89_2005Mamleev_svadba
10,4,conj,"[7, 9, 11]","['cc', 'obl', 'nsubj']",9,advmod,[],[],7,соч-союзн,"[8, 11]","['1-компл', 'предик']",9,punct,[],[],"На бивнях фантов появилось оружие, а на спинах башенки с воинами.",65_2008Galopom_ot_trollei
